STATE_FULL,STATE,COUNTY,ADDRESS,CITY,ZIP_CODE,AHA_ID,HOSPITAL_NAME,TOTAL_BEDS,BURN_BEDS,TRAUMA_ADULT,TRAUMA_PEDS,BURN_ADULT,BURN_PEDS,ACS_VERIFIED,ADULT_TRAUMA_L1,ADULT_TRAUMA_L2,PEDS_TRAUMA_L1,PEDS_TRAUMA_L2,ABA_VERIFIED,TC_STATE_DESIGNATED,BC_STATE_DESIGNATED,PHONE
Florida,FL,Polk,1324 Lakeland Hills Blvd,Lakeland,33805,6390470,Lakeland Regional Medical Center,864,,1,,,,No,,1,,,,Yes,,(863) 284-1853
Florida,FL,Sarasota,1700 S Tamiami Trail,Sarasota,34239,6390052,Sarasota Memorial Health Care System,839,,1,,,,No,,1,,,,Yes,,(941) 917-9000
Florida,FL,Seminole,1401 W Seminole Blvd,Sanford,32771,6390955,Central Florida Regional Hospital,221,,1,,,,Yes,,1,,,,Yes,,(407) 321-4500
Florida,FL,St. Lucie,1700 S 23rd St,Fort Pierce,34950,6390048,Lawnwood Regional Medical Center,398,,1,,,,Yes,,1,,,,Yes,,(772) 461-4000
Florida,FL,Volusia,303 N Clyde Morris Blvd,Daytona Beach,32114,6390056,Halifax Health Medical Center,563,,1,,,,No,,1,,,,Yes,,(386) 425-4000
Florida,FL,Duval, 3625 University Blvd S,Jacksonville,32216,6390409,Florida Memorial Hospital (Jacksonville),433,,1,,,,No,,1,,,,Yes,,(904) 702-6111
Georgia,GA,Clarke,1199 Prince Ave,Athens,30606,6380040,Piedmont Athens Regional Medical Center,360,,1,,,,No,,1,,,,Yes,,(706) 475-7000
Georgia,GA,Chatham,303 Parkway Drive Northeast,Atlanta,30312,6380110,WellStar Atlanta Medical Center,762,,1,,,,No,1,,,,,Yes,,(404) 265-4000
Georgia,GA,DeKalb,1405 Clifton Rd,Atlanta,30322,6380140,Children's Healthcare of Atlanta at Egleston,295,,,1,,,Yes,,,1,,,Yes,,(404) 785-5437
Georgia,GA,Fulton,80 Jesse Hill Jr Dr SE,Atlanta,30303,6380130,Grady Memorial Hospital (Grady Burn Center),961,,1,,1,1,Yes,1,,,,Yes,Yes,Yes,(404) 616-1000
Georgia,GA,Fulton,1001 Johnson Ferry Rd,Atlanta,30342,6380490,Children's Healthcare of Atlanta at Scottish Rite,273,,,1,,,No,,,,1,,Yes,,(404) 256-5252
Georgia,GA,Richmond,1120 15th St,Augusta,30912,6380254,Augusta University Medical Center,520,,1,1,,,Yes,1,,,1,,Yes,,(706) 721-2273
Georgia,GA,Richmond,3651 Wheeler Rd,Augusta,30909,6380265,Doctors Hospital of Augusta (Joseph M. Still Burn Center),354,99,1,,1,1,Yes,,1,,,Yes,Yes,Yes,(706) 651-3232
Georgia,GA,Cobb,3950 Austell Rd,Austell,30106,6380285,Joseph M. Still Burn Center at WellStar Cobb Hospital ,382,30,,,1,1,,,,,,No,,No,(470) 732-7060
Georgia,GA,Muscogee,710 Center St,Columbus,31904,6380430,Piedmont Columbus Regional Midtown,583,,1,,,,No,,1,,,,Yes,,(706) 571-1000
Georgia,GA,Hall,743 Spring St,Gainesville,30501,6380019,Northeast Georgia Medical Center,887,,1,,,,Yes,,1,,,,Yes,,(770) 219-3553
Georgia,GA,Gwinnett,1000 Medical Center Blvd,Lawrenceville,30046,6380325,Northside Hospital - Gwinnett,388,,1,,,,No,,1,,,,Yes,,(678) 312-1000
Georgia,GA,Bibb,777 Hemlock St,Macon,31201,6380730,Atrium Health Navicent The Medical Center,637,,1,,,,Yes,1,,,,,Yes,,(478) 633-1000
Georgia,GA,Cobb,677 Church St,Marietta,30060,6380775,WellStar Kennestone Hospital,633,,1,,,,Yes,,1,,,,Yes,,(770) 793-5000
Georgia,GA,Floyd,304 Turner McCall Blvd,Rome,30165,6380950,Atrium Health Floyd,304,,1,,,,No,,1,,,,Yes,,(706) 509-5000
Georgia,GA,Fulton,3000 Hospital Blvd,Roswell,30076,6380995,WellStar North Fulton Hospital,202,,1,,,,Yes,,1,,,,Yes,,(770) 751-2500
Georgia,GA,Chatham,4700 Waters Ave,Savannah,31404,6381027,Memorial Health University Medical Center,612,,1,,,,No,1,,,,,Yes,,(912) 350-8000
Hawaii,HI,Honolulu,1301 Punchbowl St,Honolulu,96813,6950380,The Queen's Medical Center,637,,1,,,,Yes,1,,,,,Yes,,(808) 691-1000
Hawaii,HI,Honolulu,1 Jarrett White Rd,Honolulu,96859,6950410,Tripler Army Medical Center,450,,1,,,,Yes,,1,,,,Yes,,(808) 433-6661
Hawaii,HI,Honolulu,888 South King St,Honolulu,96813,6950405,Straub Burn Center,159,7,,,1,1,,,,,,No,,No,(808) 522-3577
Idaho,ID,Ada,1055 N Curtis Rd,Boise,83706,6820040,Saint Alphonsus Regional Medical Center,387,,1,,,,Yes,,1,,,,Yes,,(208) 367-2121
Idaho,ID,Bannock,777 Hospital Way,Pocatello,83201,6820005,Portneuf Medical Center,187,,1,,,,Yes,,1,,,,Yes,,(208) 239-1000
Idaho,ID,Idaho Falls,3100 Channing Way,Idaho Falls,83404,6820165,Eastern Idaho Regional Medical Center (Burn Center at EIRMC),318,15,1,,1,1,Yes,,1,,,No,Yes,No,(208) 529-6111
Idaho,ID,Ada,190 E Bannock St,Boise,83712,6820084,St. Luke's Children's Hospital and Regional Medical Center,579,,,1,,,Yes,,,,1,,Yes,,(208) 381-2222
Illinois,IL,Adams,1005 Broadway St,Quincy,62301,6432710,Blessing Hospital,327,,1,,,,No,,1,,,,Yes,,(217) 223-1200
Illinois,IL,Champaign,611 W Park St,Urbana,61801,6433070,"Carle Foundation Hospital	",433,,1,,,,No,1,,,,,Yes,,(217) 383-3311
Illinois,IL,Cook,2160 S 1st Ave,Maywood,60153,6430841,Loyola University Medical Center (Loyola Burn Center),547,21,1,,1,1,Yes,1,,,,Yes,Yes,No,(708) 216-9000
Illinois,IL,Cook,4440 W 95th St,Oak Lawn,60453,6432413,Advocate Christ Medical Center,788,,1,,,,No,1,,,,,Yes,,(708) 684-8000
Illinois,IL,Cook,5101 Willow Springs Rd,La Grange,60525,6432055,AMITA Health Adventist Medical Center La Grange,196,,1,,,,No,,1,,,,Yes,,(708) 245-9000
Illinois,IL,Cook,701 West North Ave,Melrose Park,60160,6432435,Gottlieb Memorial Hospital,247,,1,,,,No,,1,,,,Yes,,(708) 681-3200
Illinois,IL,Cook,3249 South Oak Park Ave,Berwyn,60402,6430240,"MacNeal Hospital	",374,,1,,,,No,,1,,,,Yes,,(708) 783-9100
Illinois,IL,Cook,1775 Dempster St,Park Ridge,60068,6430405,Advocate Lutheran General Hospital,638,,1,,,,No,1,,,,,Yes,,(847) 723-2210
Illinois,IL,Cook,800 West Biesterfield Road,Elk Grove Village,60007,6431613,AMITA Health Alexian Brothers Medical Center,376,,1,,,,No,,1,,,,Yes,,(847) 437-5500
Illinois,IL,Cook,800 West Central Road,Arlington Heights,60005,6432485,Northwest Community Healthcare,509,,1,,,,No,,1,,,,Yes,,(847) 618-1000
Illinois,IL,Cook,1555 Barrington Road,Hoffman Estates,60169,6431926,AMITA Health St. Alexius Medical Center Hoffman Estates,318,,1,,,,No,,1,,,,Yes,,(847) 843-2000
Illinois,IL,Cook,2650 Ridge Avenue,Evanston,60201,6431660,NorthShore Evanston Hospital,374,,1,,,,No,1,,,,,Yes,,(847) 570-2000
Illinois,IL,Cook,2100 Pfingsten Road,Glenview,60025,6431665,NorthShore Glenbrook Hospital,173,,1,,,,No,,1,,,,Yes,,(847) 657-5800
Illinois,IL,Cook,355 Ridge Avenue,Evanston,60202,6431670,AMITA Health Saint Francis Hospital Evanston,197,,1,,,,No,1,,,,,Yes,,(847) 316-4000
Illinois,IL,Cook,836 West Wellington Ave,Chicago,60657,6430024,"Advocate Illinois Masonic Medical Center	",397,,1,,,,No,1,,,,,Yes,,(773) 975-1600
Illinois,IL,Cook,225 East Chicago Avenue,Chicago,60614,6430560,"Ann & Robert H. Lurie Children's Hospital of Chicago	",364,,,1,,,No,,,1,,,Yes,,(312) 227-4000
Illinois,IL,Cook,1969 West Ogden Avenue,Chicago,60612,6430600,John H. Stroger Jr. Hospital of Cook County (Sumner L. Koch Burn Center),450,26,1,1,1,1,No,1,,1,,Yes,Yes,No,(312) 864-6000
Illinois,IL,Cook,1500 South Fairfield Ave,Chicago,60608,6430930,"Mount Sinai Hospital	",228,,1,,,,No,1,,,,,Yes,,(773) 542-2000
Illinois,IL,Cook,251 East Huron Street,Chicago,60611,6430545,Northwestern Memorial Hospital,894,,1,,,,No,1,,,,,Yes,,(312) 926-2000
Illinois,IL,Cook,5841 South Maryland Ave,Chicago,60637,6431210,University of Chicago Medical Center (University of Chicago Burn Center),811,14,1,1,1,1,No,1,,1,,Yes,Yes,No,(773) 702-1000
Illinois,IL,DuPage,701 Winthrop Ave,Glendale Heights,60139,6431790,AMITA Health Adventist Medical Center GlenOaks,143,,1,,,,No,,1,,,,Yes,,(630) 545-8000
Illinois,IL,DuPage,120 North Oak St,Hinsdale,60521,6431920,AMITA Health Adventist Medical Center Hinsdale,276,,1,,,,No,,1,,,,Yes,,(630) 856-9000
Illinois,IL,DuPage,3815 Highland Ave,Downers Grove,60515,6431475,"Advocate Good Samaritan Hospital	",293,,1,,,,No,1,,,,,Yes,,(630) 275-5900
Illinois,IL,DuPage,25 N Winfield Rd,Winfield,60190,6430019,"Northwestern Medicine Central Dupage Hospital	",392,,1,,,,No,,1,,,,Yes,,(630) 933-1600
Illinois,IL,DuPage,801 S Washington St,Naperville,60540,6432350,"Edward Hospital	",371,,1,,,,No,,1,,,,Yes,,(630) 527-3000
Illinois,IL,DuPage,155 East Brush Hill Rd,Elmhurst,60126,6431620,"Elmhurst Memorial Hospital	",259,,1,,,,No,,1,,,,Yes,,(331) 221-1000
Illinois,IL,Jackson,405 W Jackson St,Carbondale,62901,6430327,"Memorial Hospital of Carbondale	",132,,1,,,,No,,1,,,,Yes,,(618) 549-0721
Illinois,IL,Kanakee,500 W Court St,Kankakee,60901,6432030,AMITA Health St. Mary's Hospital,182,,1,,,,No,,1,,,,Yes,,(815) 937-2400
Illinois,IL,Kanakee,350 N Wall Street,Kankakee,60901,6432025,Riverside Medical Center,300,,1,,,,No,,1,,,,Yes,,(815) 933-1671
Illinois,IL,Kane,1425 North Randall Rd,Elgin,60120,6431610,"Advocate Sherman Hospital	",255,,1,,,,No,,1,,,,Yes,,(847) 742-9800
Illinois,IL,Kane,300 Randall Road,Geneva,60134,6431765,Northwestern Medicine Delnor Hospital,159,,1,,,,No,,1,,,,Yes,,(630) 208-3000
Illinois,IL,Kane,1325 North Highland Ave,Aurora,60506,6430115,"AMITA Health Mercy Medical Center	",292,,1,,,,No,,1,,,,Yes,,(630) 859-2222
Illinois,IL,Kane,77 North Airlite Street,Elgin,60120,6431600,"AMITA Health Saint Joseph Hospital	",184,,1,,,,No,,1,,,,Yes,,(847) 695-3200
Illinois,IL,Kane,2000 Ogden Avenue,Aurora,60504,6430100,"Rush Copley Medical Center	",210,,1,,,,No,,1,,,,Yes,,(630) 978-6200
Illinois,IL,Lake,450 West Highway 22,Barrington,60010,6430160,"Advocate Good Shepherd Hospital	",210,,1,,,,No,,1,,,,Yes,,(847) 381-0123
Illinois,IL,Lake,801 South Milwaukee Ave,Libertyville,60048,6432080,"Advocate Condell Medical Center	",283,,1,,,,No,1,,,,,Yes,,(847) 362-2900
Illinois,IL,Lake,777 Park Avenue West,Highland Park,60035,6431890,NorthShore Highland Park Hospital,139,,1,,,,No,,1,,,,Yes,,(847) 432-8000
Illinois,IL,Lake,1000 N Westmoreland Rd,Lake Forest,60045,6432060,"Northwestern Medicine Lake Forest Hospital	",114,,1,,,,No,,1,,,,Yes,,(847) 234-5600
Illinois,IL,Lake,1324 North Sheridan Road,Waukegan,60085,6433170,"Vista Medical Center East	",190,,1,,,,No,,1,,,,Yes,,(847) 360-3000
Illinois,IL,Macon,2300 N Edward St,Decatur,62526,6431370,"Decatur Memorial Hospital	",300,,1,,,,No,,1,,,,Yes,,(217) 876-8121
Illinois,IL,Marris,150 West High St,Morris,60450,6432300,Morris Hospital & Healthcare Centers,89,,1,,,,No,,1,,,,Yes,,(815) 942-2932
Illinois,IL,McHenry,10400 Haligus Road,Huntley,60142,6430477,Northwestern Medicine Huntley,128,,1,,,,No,,1,,,,Yes,,(815) 344-5000
Illinois,IL,McHenry,4201 Medical Center Drive,McHenry,60050,6432127,Northwestern Medicine McHenry Hospital,179,,1,,,,No,,1,,,,Yes,,(815) 344-5000
Illinois,IL,McLean,1304 Franklin Ave,Normal,61761,6430245,Carle BroMenn Medical Center,221,,1,,,,No,,1,,,,Yes,,(309) 454-1400
Illinois,IL,McLean,2200 E Washington St,Bloomington,61701,6430260,"OSF St. Joseph Medical Center	",149,,1,,,,No,,1,,,,Yes,,(309) 308-6363
Illinois,IL,Peoria,530 NE Glen Oak Ave,Peoria,61637,6432620,"OSF St. Francis Medical Center/OSF Children's Hospital of Illinois	",649,,1,1,,,No,1,,1,,,Yes,,(309) 655-2000
Illinois,IL,Peoria,221 NE Glen Oak Ave,Peoria,61636,6432570,UnityPoint Health - Methodist Hospital,353,,1,,,,No,,1,,,,Yes,,(309) 672-5522
Illinois,IL,Rock Island,801 Illini Dr,Silvis,61282,6431511,"Genesis Medical Center, Silvis",150,,1,,,,No,,1,,,,Yes,,(309) 281-4000
Illinois,IL,Rock Island,2701 17th St,Rock Island,61201,6430016,UnityPoint Health - Trinity Rock Island,327,,1,,,,No,,1,,,,Yes,,(309) 779-5000
Illinois,IL,Sangamon,701 North 1st St,Springfield,62781,6432950,Memorial Medical Center (Regional Burn Center),493,8,1,,1,,No,1,,,,No,Yes,No,(217) 788-3000
Illinois,IL,Sangamon,800 E Carpenter St,Springfield,62769,6432980,"St. John's Hospital/St. John's Children's Hospital	",457,,1,1,,,No,1,,,1,,Yes,,(217) 544-6464
Illinois,IL,Will,333 North Madison St,Joliet,60435,6431990,"Presence St. Joseph Medical Center	",485,,1,,,,No,,1,,,,Yes,,(815) 725-7133
Illinois,IL,Will,1900 Silver Cross Blvd,New Lenox,60451,6432000,"Silver Cross Hospital	",316,,1,,,,No,,1,,,,Yes,,(815) 300-1100
Illinois,IL,Will,500 Remington Blvd,Bolingbrook,60440,6430034,"AMITA Health Adventist Medical Center Bolingbrook	",138,,1,,,,No,,1,,,,Yes,,(630) 312-5000
Illinois,IL,Winnebago,5666 E State St,Rockford,61108,6432800,OSF Saint Anthony Medical Center (w/ Burn Unit),254,8,1,,1,1,Yes,,1,,,No,Yes,No,(815) 226-2000
Illinois,IL,Winnebago,8201 E Riverside Blvd,Rockford,61114,6430484,Mercyhealth Javon Bea Hospital - Riverside Campus,188,,1,,,,No,1,,,,,Yes,,(815) 971-7000
Illinois,IL,Winnebago,1401 E State St,Rockford,61104,6432810,SwedishAmerican - A Division of UW Health,357,,1,,,,No,,1,,,,Yes,,(779) 696-4400
Indiana,IN,Allen,7950 West Jefferson Blvd,Fort Wayne,46804,6420420,Lutheran Hospital (Lutheran Hospital Burn Center),396,8,1,1,1,1,Yes,,1,,1,No,Yes,,(260) 435-7001
Indiana,IN,Allen,11109 Parkview Plaza Dr,Fort Wayne,46845,6429153,Parkview Regional Medical Center,781,,1,1,,,Yes,,1,,1,,Yes,,(260) 266-1000
Indiana,IN,Marion,2001 West 86th St,Indianapolis,46260,6420715,Ascension St. Vincent Indianapolis Hospital/Peyton Manning Children's Hospital (Burn Center),836,8,1,1,1,1,Yes,1,,1,,No,Yes,,(317) 338-2345
Indiana,IN,Marion,720 Eskenazi Ave,Indianapolis,46202,6420620,Eskenazi Health (Richard M. Fairbanks Burn Center),315,15,1,,1,,Yes,1,,,,Yes,Yes,,(317) 880-0000
Indiana,IN,Marion,1701 N Senate,Indianapolis,46206,6420660,Indiana University Health Methodist Hospital,802,,1,,,,Yes,1,,,,,Yes,,(317) 962-2000
Indiana,IN,Marion,705 Riley Hospital Dr,Indianapolis,46202,6420632,Riley Hospital for Children at Indiana University Health (Burn Program at Riley IU Health),354,10,,1,,1,Yes,,,1,,Yes,Yes,,(317) 274-5000
Indiana,IN,St. Joseph,615 N Michigan St,South Bend,46601,6421290,Memorial Hospital of South Bend,449,,1,,,,Yes,,1,,,,Yes,,(574) 647-1000
Indiana,IN,Vanderburgh,3700 Washington Ave,Evansville,47714,6420027,Ascension St. Vincent Evansville,376,,1,1,,,Yes,,1,,1,,Yes,,(812) 485-4000
Indiana,IN,Vanderburgh,600 Mary St,Evansville,47747,6420320,Deaconess Midtown Hospital,350,,1,,,,Yes,,1,,,,Yes,,(812) 450-5000
Iowa,IA,Johnson,200 Hawkins Dr,Iowa City,52242,6620765,University of Iowa Hospitals and Clinics/Stead Family Children's Hospital (UI Burn Center),811,17,1,1,1,1,Yes,1,,1,,Yes,Yes,No,(319) 356-1616
Iowa,IA,Polk,1200 Pleasant St,Des Moines,50309,6620420,UnityPoint Health - Iowa Methodist Medical Center/Blank Children's Hospital,372,,1,1,,,Yes,1,,,1,,Yes,,(515) 241-6212
Iowa,IA,Polk,1111 6th Ave,Des Moines,50314,6620003,MercyOne Des Moines Medical Center,875,,1,1,,,Yes,,1,,1,,Yes,,(515) 247-3121
Iowa,IA,Woodbury,801 5th St,Sioux City,51101,6621275,MercyOne Siouxland Medical Center,238,,1,,,,Yes,,1,,,,Yes,,(712) 279-2010
Kansas,KS,Johnson,10500 Quivira Rd,Overland Park,66215,6670775,Overland Park Regional Medical Center,343,,1,,,,Yes,,1,,,,Yes,,(913) 541-5000
Kansas,KS,Sedgwick,929 N St. Francis St,Wichita,67214,6671100,Ascension Via Christi St. Francis (Ascension Via Christi Regional Burn Center),613,12,1,,1,1,Yes,1,,,,Yes,Yes,,(316) 268-5000
Kansas,KS,Sedgwick,550 N Hillside,Wichita,67214,6671170,Wesley Healthcare Center/Wesley Children's Hospital,760,,1,1,,,Yes,1,,,1,,Yes,,(316) 962-2000
Kansas,KS,Shawnee,1500 SW 10th Ave,Topeka,66604,6671025,Stormont Vail Health,586,,1,,,,Yes,,1,,,,Yes,,(785) 354-6000
Kansas,KS,Wyandotte,4000 Cambridge St,Kansas City,66160,6670510,The University of Kansas Hospital (Burnett Burn Center),910,16,1,,1,1,Yes,1,,,,Yes,Yes,,(913) 588-1227
Kentucky,KY,Fayette ,800 Rose St,Lexington,40536,6510455,University of Kentucky Albert B. Chandler Hospital ,945,,1,1,,,Yes,1,,1,,,Yes,,(859) 323-5000
Kentucky,KY,Jefferson,231 East Chestnut St,Louisville,40202,6510540,Norton Children's Hospital,300,,,1,,,Yes,,,1,,,Yes,,(502) 629-6000
Kentucky,KY,Jefferson,530 South Jackson St,Louisville,40202,6510550,UL Hospital (University of Louisville Burn Center),404,16,1,,1,,Yes,1,,,,No,Yes,,(502) 562-3000
Kentucky,KY,Pike,911 Bypass Rd,Pikeville,41501,6510860,Pikeville Medical Center,348,,1,,,,Yes,,1,,,,Yes,,(606) 430-3500
Louisiana,LA,Caddo,1541 Kings Hwy,Shreveport,71103,6720776,Ochsner LSU Health Shreveport (LSU Health Burn Center),452,13,1,,1,,Yes,1,,,,No,Yes,,(318) 626-0000
Louisiana,LA,East Baton Rouge,5000 Hennessy Blvd,Baton Rouge,70808,6720028,Our Lady of the Lake Regional Medical Center,988,,1,,,,Yes,,1,,,,Yes,,(225) 765-6565
Louisiana,LA,East Baton Rouge,8585 Picardy Ave,Baton Rouge,70809,6720042,Baton Rouge General Regional Burn Center,527,8,,,1,,,,,,,Yes,,,(225) 763-4000
Louisiana,LA,Lafayette Parish,1214 Coolidge Blvd,Lafayette,70503,6720340,Ochsner Lafayette General Medical Center,461,,1,,,,Yes,,1,,,,Yes,,(337) 289-7991
Louisiana,LA,Lafayette Parish,4801 Ambassador Caffery Pkwy,Lafayette,70508,6720343,Grossman Burn Center at Our Lady of Lourdes Regional Medical Center,6,6,,,1,1,,,,,,No,,,(337) 470-2603
Louisiana,LA,Orleans Parish,2000 Canal St,New Orleans,70112,,University Medical Center New Orleans (UMC Burn Center),446,20,1,,1,,Yes,1,,,,Yes,Yes,,(504) 702-3000
Louisiana,LA,Rapides,211 Fourth St,Alexandria,71301,6720020,Rapides Regional Medical Center - Alexandria,362,,1,,,,Yes,,1,,,,Yes,,(318) 769-3000
Louisiana,LA,St. Tammany Parish,95 Judge Tanner Blvd,Covington,70433,6720180,Lakeview Regional Medical Center,167,,1,,,,Yes,,1,,,,Yes,,(985) 867-3800
Louisiana,LA,"	Tangipahoa Parish",15790 Paul Vega MD Dr,Hammond,70403,6720254,North Oaks Medical Center,330,,1,,,,Yes,,1,,,,Yes,,(985) 345-2700
Maine,ME,Cumberland,22 Bramhall St,Portland,04102,6110430,Maine Medical Center (Maine Medical Center Burn Unit),637,6,1,,1,,Yes,1,,,,No,Yes,No,(207) 662-0111
Maine,ME,Penobscot,489 State St,Bangor,04401,6110050,Northern Light Eastern Maine Medical Center,411,,1,,,,Yes,,1,,,,Yes,,(207) 973-7000
Maryland,MD,Baltimore City,600 N Wolfe St,Baltimore,21287,6320180,Johns Hopkins Hospital (Johns Hopkins Pediatric Burn Center),1091,,1,1,,1,No,1,,1,,Yes,Yes,Yes,(410) 955-5000
Maryland,MD,Baltimore City,4940 Eastern Ave,Baltimore,21224,6320050,Johns Hopkins Bayview Medical Center (Johns Hopkins Adult Burn Center),420,20,1,,1,,No,,1,,,Yes,Yes,Yes,(410) 550-0100
Maryland,MD,Baltimore City,2401 W Belvedere Ave,Baltimore,21215,6320280,Sinai Hospital of Baltimore,483,,1,,,,No,,1,,,,Yes,,(410) 601-9000
Maryland,MD,Montgomery,8901 Rockville Pike,Bethesda,20889,6320360,Walter Reed National Military Medical Center,244,,1,,,,Yes ,,1,,,,No,,(301) 295-4000
Maryland,MD,Montgomery,8600 Old Georgetown Rd,Bethesda,20814,6320350,Suburban Hospital,230,,1,,,,No,,1,,,,Yes,,(301) 896-3100
Maryland,MD,Prince George's ,3001 Hospital Drive,Cheverly,20785,6320610,University of Maryland Capital Region Medical Center,205,,1,,,,No,,1,,,,Yes,,(240) 677-1000
Massachusetts,MA,Bristol,101 Page St,New Bedford,02740,6141435,St. Luke's Hospital,360,,1,,,,Yes,,1,,,,Yes,,(508) 997-1515
Massachusetts,MA,Hampden,759 Chestnut St,Springfield,01199,6141955,Baystate Medical Center,716,,1,1,,,Yes,1,,,1,,Yes,,(413) 794-0000
Massachusetts,MA,Middlesex,41 Mall Rd,Burlington,01805,6140690,"Lahey Hospital & Medical Center, Burlington",396,,1,,,,Yes,1,,,,,Yes,,(781) 744-5100
Massachusetts,MA,Norfolk,55 Fogg Rd,South Weymouth,02190,6141900,South Shore Hospital,408,,1,,,,Yes,,1,,,,Yes,,(781) 624-8000
Massachusetts,MA,Suffolk,330 Brookline Ave,Boston,02215,6140013,Beth Israel Deaconess Medical Center,673,,1,,,,Yes,1,,,,,Yes,,(617) 667-7000
Massachusetts,MA,Suffolk,300 Longwood Ave,Boston,02115,6140270,Boston Children's Hospital,415,,,1,,,Yes,,,1,,,Yes,,(617) 355-6000
Massachusetts,MA,Suffolk,1 Boston Medical Center Pl,Boston,02118,6140010,Boston Medical Center,514,,1,1,,,Yes,1,,,1,,Yes,,(617) 638-8000
Massachusetts,MA,Suffolk,75 Francis St,Boston,02115,6140215,Brigham and Women's Hospital (Burn Center),793,15,1,,1,,Yes,1,,,,Yes,Yes,,(617) 732-5500
Massachusetts,MA,Suffolk,55 Fruit St,Boston,02114,6140430,Massachusetts General Hospital (Sumner M. Redstone Burn Center),999,22,1,1,1,,Yes,1,,1,,Yes,Yes,,(617) 726-2000
Massachusetts,MA,Suffolk,800 Washington St,Boston,02111,6140465,Tufts Medical Center,415,,1,1,,,Yes,1,,1,,,Yes,,(617) 636-5000
Massachusetts,MA,Suffolk,51 Blossom St,Boston,02114,6140581,Shriners Burn Center at Shriners Hospitals for Children-Boston,30,15,,,,1,,,,,,Yes,,,(617) 722-3000
Michigan,MI,Emmet,416 Connable Ave,Petoskey,49770,6442035,McLaren Northern Michigan,202,,1,,,,Yes,,1,,,,Yes,,(231) 627-1368
Michigan,MI,Genesee,1 Genesys Pkwy,Grand Blanc,48439,6440018,Ascension Genesys Hospital,410,,1,,,,Yes,,1,,,,Yes,,(810) 606-5000
Michigan,MI,Genesee,1 Hurley Plz,Flint,48503,6441030,Hurley Medical Center/Hurley Children's Hospital (Hurley Medical Center Regional Burn Center),443,15,1,1,1,,Yes,1,,,1,No,Yes,Yes,(810) 262-9000
Michigan,MI,Grand Traverse,1105 Sixth St,Traverse City,49684,6440013,Munson Medical Center,442,,1,,,,Yes,,1,,,,Yes,,(231) 935-5000
Michigan,MI,Ingham,1215 E Michigan Ave,Lansing,48909,6441595,Sparrow Hospital,733,,1,,,,Yes,1,,,,,Yes,,(517) 364-1000
Michigan,MI,Jackson,205 N East Ave,Jackson,49201,6441500,Henry Ford Allegiance Health,475,,1,,,,Yes,,1,,,,Yes,,(517) 205-4800
Michigan,MI,Kalamazoo,1521 Gull Rd,Kalamazoo,49048,6440017,Ascension Borgess Hospital,356,,1,,,,Yes,,1,,,,Yes,,(269) 226-7000
Michigan,MI,Kalamazoo,601 John St,Kalamazoo,49007,6441550,Bronson Methodist Hospital (Bronson Methodist Hospital Burn Center),435,8,1,,1,,Yes,1,,,,No,Yes,Yes,(269) 341-7654
Michigan,MI,Kent,200 Jefferson Ave,Grand Rapids,49503,6441210,Mercy Health Saint Mary's,303,,1,,,,Yes,,1,,,,Yes,,(616) 685-5000
Michigan,MI,Kent,100 Michigan Street NE,Grand Rapids,49503,6440021,Spectrum Health - Butterworth Hospital/Helen DeVos Children's Hospital (Spectrum Health Regional Burn Center),1398,8,1,1,1,1,Yes,1,,1,,No,Yes,Yes,(866) 989-7999
Michigan,MI,Kent,5900 Byron Center Rd,Wyoming,49519,6441231,Metro Health - University of Michigan Health,208,,1,,,,Yes,,1,,,,Yes,,(616) 252-7200
Michigan,MI,Lapeer,1375 N Main St,Lapeer,48446,6441640,McLaren Lapeer Region,222,,1,,,,Yes,,1,,,,Yes,,(810) 667-5500
Michigan,MI,Macomb,15855 Nineteen Mile Rd,Clinton Township,48038,6441830,Henry Ford Macomb Hospital,361,,1,,,,Yes,,1,,,,Yes,,(586) 263-2300
Michigan,MI,Macomb,1000 Harrington St,Mount Clemens,48043,6441847,McLaren Macomb Hospital,288,,1,,,,Yes,,1,,,,Yes,,(586) 493-8000
Michigan,MI,Marquette,580 W College Avenue ,Marquette,49855,6441720,UP Health System-Marquette,307,,1,,,,Yes,,1,,,,Yes,,(906) 449-3000
Michigan,MI,Midland,4000 Wellness Dr,Midland,48670,6441785,MidMichigan Medical Center-Midland,324,,1,,,,Yes,,1,,,,Yes,,(989) 839-3000
Michigan,MI,Muskegon,1700 Clinton St,Muskegon,49444,6440024,Mercy Health Muskegon,329,,1,,,,Yes,,1,,,,Yes,,(231) 726-3511
Michigan,MI,Oakland,16001 W Nine Mile Rd,Southfield,48075,6440780,"Ascension Providence Hospital, Southfield Campus",563,,1,,,,Yes,,1,,,,Yes,,(248) 849-3000
Michigan,MI,Oakland,47601 Grand River Ave,Novi,48374,6440048,"Providence Park Hospital, Novi Campus",238,,1,,,,Yes,,1,,,,Yes,,248) 465-4100
Michigan,MI,Oakland,44201 Dequindre Rd,Troy,48085,6442463,Beaumont Hospital - Troy,530,,1,,,,Yes,,1,,,,Yes,,(248) 964-5000
Michigan,MI,Oakland,3601 W 13 Mile Rd,Royal Oak,48073,6442245,Beaumont Hospital - Royal Oak,1098,,1,1,,,Yes,1,,,1,,Yes,,(248) 898-5000
